Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Review Length,cleaned_review,cleaned_review_tokens,Sentimento
France,The Frog at Bercy Village,Positive,Great experience !,Mar 2024 •,"Loved the food and the ambience. Had fun!! And wonderful service, Ellen was very helpful and polite. One of a kind!
I would recommend this restaurant any day. Fun fact, their beer is lit, they brew their own beer.",213,loved food ambience fun wonderful service ellen helpful polite one kindi would recommend restaurant day fun fact beer lit brew beer,"['loved', 'food', 'ambience', 'fun', 'wonderful', 'service', 'ellen', 'helpful', 'polite', 'one', 'kindi', 'would', 'recommend', 'restaurant', 'day', 'fun', 'fact', 'beer', 'lit', 'brew', 'beer']",Positivo
France,The Frog at Bercy Village,Positive,Exceptional Service Thanks to Ellen!,Mar 2024 •,"Ellen was incredibly attentive throughout our meal, checking on us at just the right intervals. Our orders were taken promptly, and we did not feel rushed or neglected. She was effective with that signature warm smile. Perfect!",227,ellen incredibly attentive throughout meal checking us right intervals orders taken promptly feel rushed neglected effective signature warm smile perfect,"['ellen', 'incredibly', 'attentive', 'throughout', 'meal', 'checking', 'us', 'right', 'intervals', 'orders', 'taken', 'promptly', 'feel', 'rushed', 'neglected', 'effective', 'signature', 'warm', 'smile', 'perfect']",Muito Positivo
France,The Frog at Bercy Village,Positive,Service and food amazing!,Mar 2024 •,Ellen made our group feel comfortable and welcome in this restaurant! Service was immaculate. The food was amazing and the Pink Spritz cocktail was to die for!,159,ellen made group feel comfortable welcome restaurant service immaculate food amazing pink spritz cocktail die,"['ellen', 'made', 'group', 'feel', 'comfortable', 'welcome', 'restaurant', 'service', 'immaculate', 'food', 'amazing', 'pink', 'spritz', 'cocktail', 'die']",Muito Positivo
France,The Frog at Bercy Village,Positive,"Good diner, great service",Mar 2024 •,"All good, Ellen is a gem! Sweet corn balls are great finger food. BBQ burgers good as well, with veggie steak option for every burger 👍",135,good ellen gem sweet corn balls great finger food bbq burgers good well veggie steak option every burger,"['good', 'ellen', 'gem', 'sweet', 'corn', 'balls', 'great', 'finger', 'food', 'bbq', 'burgers', 'good', 'well', 'veggie', 'steak', 'option', 'every', 'burger']",Positivo
France,The Frog at Bercy Village,Positive,Would recommend,Feb 2024 •,"Great selection, quick service, the place has good decorations, it feels cozy & our server Ellen was very friendly ✨ !!!",120,great selection quick service place good decorations feels cozy server ellen friendly,"['great', 'selection', 'quick', 'service', 'place', 'good', 'decorations', 'feels', 'cozy', 'server', 'ellen', 'friendly']",Positivo
France,The Frog at Bercy Village,Positive,Amazing food and great service.,Feb 2024 •,"Had a very good service by Ellen who served me with a wonderful energy.  Her recommendation for the crunchy chicken burger was spot on and it tasted wonderful. The environment is pleasant and very hygienic. A lot of their staff speak English as well which made the experience much better and easier for me, also doubled with the fact that Ellen checked on me frequently to ensure that and everything was to my standard. I couldn’t have asked for a better person to assist me.",475,good service ellen served wonderful energy recommendation crunchy chicken burger spot tasted wonderful environment pleasant hygienic lot staff speak english well made experience much better easier also doubled fact ellen checked frequently ensure everything standard couldnt asked better person assist,"['good', 'service', 'ellen', 'served', 'wonderful', 'energy', 'recommendation', 'crunchy', 'chicken', 'burger', 'spot', 'tasted', 'wonderful', 'environment', 'pleasant', 'hygienic', 'lot', 'staff', 'speak', 'english', 'well', 'made', 'experience', 'much', 'better', 'easier', 'also', 'doubled', 'fact', 'ellen', 'checked', 'frequently', 'ensure', 'everything', 'standard', 'couldnt', 'asked', 'better', 'person', 'assist']",Muito Positivo
France,The Frog at Bercy Village,Positive,A good night out,Jan 2024 •,"Came over for drinks after a hard day work in Lumiere, found out it was Happy Hour, the service & the booze excellent.  Freya was particularly helpful",150,came drinks hard day work lumiere found happy hour service booze excellent freya particularly helpful,"['came', 'drinks', 'hard', 'day', 'work', 'lumiere', 'found', 'happy', 'hour', 'service', 'booze', 'excellent', 'freya', 'particularly', 'helpful']",Positivo
France,The Frog at Bercy Village,Positive,dinner in France,Dec 2023 •,Natalia and Richie were awesome!! We had several drinks and lots of great food which was fantastic and the service was wonderful.,129,natalia richie awesome several drinks lots great food fantastic service wonderful,"['natalia', 'richie', 'awesome', 'several', 'drinks', 'lots', 'great', 'food', 'fantastic', 'service', 'wonderful']",Neutro
France,The Frog at Bercy Village,Positive,Very nice.,Dec 2023 •,Very good sevice from Melissa. She was nice and very helpful so we had a very good experience. We will absolutey return.,120,good sevice melissa nice helpful good experience absolutey return,"['good', 'sevice', 'melissa', 'nice', 'helpful', 'good', 'experience', 'absolutey', 'return']",Positivo
France,The Frog at Bercy Village,Positive,Perfect Beers night out in France,Dec 2023 •,"Great spot for drinks, especially beers and funny conversation. Our waiter was awesome, patient, very helpful, informative about the options and professional. Strong recommendation.",181,great spot drinks especially beers funny conversation waiter awesome patient helpful informative options professional strong recommendation,"['great', 'spot', 'drinks', 'especially', 'beers', 'funny', 'conversation', 'waiter', 'awesome', 'patient', 'helpful', 'informative', 'options', 'professional', 'strong', 'recommendation']",Positivo
France,The Frog at Bercy Village,Positive,Excellent pub with great vibe offers a range of beers and food,Dec 2023 •,"Stopped in for coffee and dessert, wish we had come here for our lunch instead! Pistachio finger and chocolate brownie were both decadent, with the pistachio a better option for those who prefer a less sweet indulgence. The pub was very busy at the time, but the service was excellent, friendly and attentive by manager Dhiraj and Anais our server. Great music added a fun vibe!",378,stopped coffee dessert wish come lunch instead pistachio finger chocolate brownie decadent pistachio better option prefer less sweet indulgence pub busy time service excellent friendly attentive manager dhiraj anais server great music added fun vibe,"['stopped', 'coffee', 'dessert', 'wish', 'come', 'lunch', 'instead', 'pistachio', 'finger', 'chocolate', 'brownie', 'decadent', 'pistachio', 'better', 'option', 'prefer', 'less', 'sweet', 'indulgence', 'pub', 'busy', 'time', 'service', 'excellent', 'friendly', 'attentive', 'manager', 'dhiraj', 'anais', 'server', 'great', 'music', 'added', 'fun', 'vibe']",Neutro
France,The Frog at Bercy Village,Positive,drinks and food <3,Dec 2023 •,The service was really good. preeyansh was my server and he made sure me and my friend had a good time! :),106,service really good preeyansh server made sure friend good time,"['service', 'really', 'good', 'preeyansh', 'server', 'made', 'sure', 'friend', 'good', 'time']",Positivo
France,The Frog at Bercy Village,Positive,Drinks with a friend,Dec 2023 •,Very good service and preeyansh was our server and nachos was really good great place to hangouttt love it,106,good service preeyansh server nachos really good great place hangouttt love,"['good', 'service', 'preeyansh', 'server', 'nachos', 'really', 'good', 'great', 'place', 'hangouttt', 'love']",Positivo
France,The Frog at Bercy Village,Positive,Perfect service,Dec 2023 •,"Purandhar special thanks to you for your interesting and friendly service,
You are so fast and helpful.
I think you love to work this company because your face look like this,you are smiling every time,thanks again",214,purandhar special thanks interesting friendly serviceyou fast helpfuli think love work company face look like thisyou smiling every timethanks,"['purandhar', 'special', 'thanks', 'interesting', 'friendly', 'serviceyou', 'fast', 'helpfuli', 'think', 'love', 'work', 'company', 'face', 'look', 'like', 'thisyou', 'smiling', 'every', 'timethanks']",Positivo
France,The Frog at Bercy Village,Positive,Definitely coming back,Dec 2023 •,"Lovely warm place ! Love the vibe and the food.
Excellent service! Shootout to Zeyad for tonight! I genuinely highly recommend",126,lovely warm place love vibe foodexcellent service shootout zeyad tonight genuinely highly recommend,"['lovely', 'warm', 'place', 'love', 'vibe', 'foodexcellent', 'service', 'shootout', 'zeyad', 'tonight', 'genuinely', 'highly', 'recommend']",Muito Positivo
France,The Frog at Bercy Village,Positive,Mathieu,Nov 2023 •,Very good.,10,good,['good'],Positivo
France,The Frog at Bercy Village,Positive,Great drinks and service,Oct 2023 •,Préétabli was excellent at service we came  in towards the end of the night however the service was top notch. Enthusiasm and ambience were admirable.,150,préétabli excellent service came towards end night however service top notch enthusiasm ambience admirable,"['préétabli', 'excellent', 'service', 'came', 'towards', 'end', 'night', 'however', 'service', 'top', 'notch', 'enthusiasm', 'ambience', 'admirable']",Neutro
France,The Frog at Bercy Village,Positive,Preeyansh is the Best,Oct 2023 •,"Visited the Frog and had a lovely time. Our waiter, Preeyansh, was very attentive, and helpful, and friendly. Excellent way to spend our night. If I could give more stars I would. 7/5 would recommend to a friend!",212,visited frog lovely time waiter preeyansh attentive helpful friendly excellent way spend night could give stars would 75 would recommend friend,"['visited', 'frog', 'lovely', 'time', 'waiter', 'preeyansh', 'attentive', 'helpful', 'friendly', 'excellent', 'way', 'spend', 'night', 'could', 'give', 'stars', 'would', '75', 'would', 'recommend', 'friend']",Positivo
France,The Frog at Bercy Village,Positive,"Remarkable hidden gems - venue, food and staff",Oct 2023 •,"We had an amazing meal of wings, sweet potato fries and vegie Gyoza. Although the Chefs and the venue were very good, the standout service by David (a new member) and Nicholas were as good as anything we have enjoyed during our week in France. David was attentive, funny and able to sort all of our needs in a very efficient manner. We hope you all get to enjoy David’s service approach and that this rubs off onto all other staff. Culture is everything and David has it in spades!! Well done. Please bring Frogs to Australia and Adelaide especially. Congratulations to you all on a job well done. Geoff and Julianne",616,amazing meal wings sweet potato fries vegie gyoza although chefs venue good standout service david new member nicholas good anything enjoyed week france david attentive funny able sort needs efficient manner hope get enjoy davids service approach rubs onto staff culture everything david spades well done please bring frogs australia adelaide especially congratulations job well done geoff julianne,"['amazing', 'meal', 'wings', 'sweet', 'potato', 'fries', 'vegie', 'gyoza', 'although', 'chefs', 'venue', 'good', 'standout', 'service', 'david', 'new', 'member', 'nicholas', 'good', 'anything', 'enjoyed', 'week', 'france', 'david', 'attentive', 'funny', 'able', 'sort', 'needs', 'efficient', 'manner', 'hope', 'get', 'enjoy', 'davids', 'service', 'approach', 'rubs', 'onto', 'staff', 'culture', 'everything', 'david', 'spades', 'well', 'done', 'please', 'bring', 'frogs', 'australia', 'adelaide', 'especially', 'congratulations', 'job', 'well', 'done', 'geoff', 'julianne']",Muito Positivo
